rh.aparc.area	bankssts	caudalanteriorcingulate	caudalmiddlefrontal	cuneus	entorhinal	fusiform	inferiorparietal	inferiortemporal	isthmuscingulate	lateraloccipital	lateralorbitofrontal	lingual	medialorbitofrontal	middletemporal	parahippocampal	paracentral	parsopercularis	parsorbitalis	parstriangularis	pericalcarine	postcentral	posteriorcingulate	precentral	precuneus	rostralanteriorcingulate	rostralmiddlefrontal	superiorfrontal	superiorparietal	superiortemporal	supramarginal	frontalpole	temporalpole	transversetemporal	insula	WhiteSurfArea	BrainSegVolNotVent	eTIV
SUBJ103/SUBJ103_ses-3.long.SUBJ103_tmpl	993.0	674.0	1618.0	1494.0	410.0	2762.0	5751.0	3118.0	787.0	4272.0	2567.0	2880.0	1958.0	3407.0	533.0	1334.0	1123.0	814.0	1324.0	1386.0	3453.0	1070.0	4427.0	3513.0	617.0	5014.0	6049.0	4579.0	3755.0	3249.0	182.0	338.0	335.0	2229.0	78011.5	1048842.0	1388710.58208
SUBJ104/SUBJ104_ses-1	825.0	479.0	2205.0	1302.0	475.0	3226.0	6203.0	3195.0	646.0	4517.0	2190.0	2534.0	1509.0	3158.0	554.0	1613.0	1106.0	729.0	1249.0	1089.0	3296.0	911.0	4864.0	3575.0	371.0	5159.0	6673.0	4546.0	2982.0	2621.0	314.0	433.0	226.0	2012.0	76779.6	978195.0	1415787.78544
SUBJ104/SUBJ104_ses-1.long.SUBJ104_tmpl	843.0	498.0	2155.0	1217.0	450.0	3177.0	5928.0	3193.0	725.0	4367.0	2132.0	2480.0	1523.0	3118.0	586.0	1557.0	1002.0	658.0	1270.0	1097.0	3208.0	995.0	4719.0	3532.0	369.0	5136.0	6494.0	4454.0	2995.0	2600.0	294.0	425.0	246.0	2115.0	75558.5	964423.0	1415545.57848
SUBJ105/SUBJ105_ses-1	751.0	727.0	1841.0	1503.0	493.0	2763.0	4671.0	2847.0	868.0	4908.0	2519.0	3030.0	1670.0	2875.0	576.0	1643.0	1214.0	715.0	1454.0	1616.0	4026.0	1310.0	4667.0	3551.0	604.0	5096.0	5577.0	6053.0	4203.0	3774.0	312.0	431.0	369.0	2153.0	80800.1	1040586.0	1675097.30903
SUBJ105/SUBJ105_ses-1.long.SUBJ105_tmpl	750.0	686.0	1779.0	1505.0	457.0	2711.0	4530.0	2695.0	890.0	5012.0	2524.0	3126.0	1758.0	2851.0	540.0	1562.0	1216.0	674.0	1452.0	1636.0	3950.0	1252.0	4585.0	3530.0	608.0	4993.0	5553.0	5875.0	4082.0	3610.0	310.0	417.0	384.0	2191.0	79572.4	1027566.0	1678463.25429
SUBJ105/SUBJ105_ses-2	752.0	722.0	1892.0	1507.0	513.0	2797.0	4636.0	2934.0	897.0	4882.0	2532.0	3101.0	1686.0	3025.0	545.0	1599.0	1237.0	686.0	1510.0	1623.0	4135.0	1301.0	4829.0	3597.0	562.0	5127.0	5645.0	5865.0	4081.0	3722.0	290.0	441.0	394.0	2252.0	81219.9	1034507.0	1681594.75457
SUBJ105/SUBJ105_ses-2.long.SUBJ105_tmpl	755.0	706.0	1815.0	1481.0	480.0	2706.0	4642.0	2732.0	920.0	4959.0	2546.0	3066.0	1770.0	2859.0	565.0	1583.0	1217.0	678.0	1459.0	1644.0	4030.0	1276.0	4674.0	3539.0	559.0	5047.0	5617.0	5963.0	4073.0	3621.0	313.0	422.0	386.0	2211.0	80310.8	1023349.0	1678463.25429
SUBJ105/SUBJ105_ses-3	771.0	635.0	1784.0	1549.0	419.0	2622.0	4531.0	2584.0	874.0	4664.0	2303.0	3260.0	1670.0	2760.0	544.0	1602.0	1196.0	673.0	1420.0	1688.0	4023.0	1316.0	4694.0	3609.0	520.0	4673.0	5424.0	5712.0	4046.0	3709.0	274.0	400.0	359.0	2196.0	78506.4	1031685.0	1598960.65697
SUBJ105/SUBJ105_ses-3.long.SUBJ105_tmpl	741.0	655.0	1799.0	1603.0	469.0	2664.0	4518.0	2630.0	920.0	4857.0	2361.0	3216.0	1762.0	2820.0	546.0	1604.0	1238.0	637.0	1457.0	1662.0	4065.0	1246.0	4705.0	3560.0	547.0	4770.0	5434.0	5608.0	4053.0	3655.0	269.0	362.0	394.0	2224.0	79049.5	1021998.0	1678463.25429
SUBJ106/SUBJ106_ses-1	777.0	669.0	1801.0	1515.0	350.0	2455.0	4502.0	3456.0	784.0	4905.0	2210.0	2404.0	1651.0	3314.0	545.0	1300.0	1073.0	620.0	1264.0	1379.0	3251.0	924.0	4240.0	2908.0	506.0	5882.0	6114.0	5214.0	3032.0	3137.0	288.0	438.0	280.0	1920.0	75107.3	967868.0	1354761.63535
SUBJ106/SUBJ106_ses-1.long.SUBJ106_tmpl	754.0	669.0	1848.0	1486.0	338.0	2437.0	4392.0	3265.0	779.0	4779.0	2290.0	2411.0	1617.0	3180.0	538.0	1282.0	996.0	646.0	1183.0	1366.0	3287.0	876.0	4206.0	2866.0	506.0	5690.0	6018.0	5196.0	3010.0	3022.0	292.0	410.0	247.0	1840.0	73721.4	959434.0	1347617.0956
SUBJ106/SUBJ106_ses-2	745.0	665.0	1822.0	1505.0	319.0	2258.0	4335.0	3036.0	730.0	4749.0	2118.0	2295.0	1427.0	3071.0	511.0	1364.0	1063.0	603.0	1232.0	1238.0	3354.0	858.0	4333.0	2788.0	483.0	5826.0	5988.0	5260.0	3058.0	3032.0	300.0	426.0	276.0	1770.0	72835.5	935380.0	1347947.23197
SUBJ106/SUBJ106_ses-2.long.SUBJ106_tmpl	724.0	648.0	1835.0	1422.0	337.0	2336.0	4281.0	3046.0	788.0	4616.0	2229.0	2323.0	1475.0	3026.0	522.0	1290.0	989.0	613.0	1178.0	1316.0	3295.0	825.0	4274.0	2826.0	497.0	5631.0	6011.0	5184.0	2970.0	2986.0	278.0	383.0	236.0	1795.0	72183.5	928470.0	1347617.0956
SUBJ108/SUBJ108_ses-1	1020.0	833.0	2470.0	1580.0	531.0	3268.0	5112.0	4349.0	950.0	5692.0	2494.0	2775.0	1830.0	4106.0	637.0	1484.0	1357.0	857.0	1492.0	1456.0	4091.0	1336.0	5029.0	3891.0	472.0	6568.0	7559.0	5586.0	3966.0	3453.0	307.0	458.0	358.0	2846.0	90204.9	1125615.0	1676505.94115
SUBJ108/SUBJ108_ses-1.long.SUBJ108_tmpl	981.0	841.0	2462.0	1533.0	513.0	3192.0	4995.0	4286.0	948.0	5592.0	2713.0	2762.0	2020.0	4032.0	631.0	1491.0	1319.0	836.0	1479.0	1453.0	4012.0	1294.0	4974.0	3891.0	495.0	6463.0	7644.0	5526.0	3887.0	3458.0	332.0	471.0	373.0	2469.0	89368.8	1121323.0	1671373.98464
SUBJ108/SUBJ108_ses-2	987.0	889.0	2547.0	1588.0	590.0	3237.0	5086.0	4469.0	922.0	5767.0	2448.0	2828.0	1987.0	4077.0	632.0	1535.0	1429.0	853.0	1454.0	1485.0	4105.0	1332.0	4934.0	3899.0	490.0	6478.0	7634.0	5505.0	3916.0	3468.0	316.0	521.0	339.0	2552.0	90284.0	1126431.0	1663209.09733
SUBJ108/SUBJ108_ses-2.long.SUBJ108_tmpl	980.0	859.0	2453.0	1545.0	504.0	3127.0	4978.0	4230.0	928.0	5701.0	2650.0	2767.0	2008.0	3991.0	626.0	1504.0	1319.0	843.0	1484.0	1469.0	4008.0	1295.0	5002.0	3844.0	492.0	6382.0	7520.0	5553.0	3876.0	3473.0	326.0	486.0	370.0	2480.0	89073.9	1116234.0	1671373.98464
SUBJ108/SUBJ108_ses-3	934.0	856.0	2415.0	1594.0	512.0	3240.0	4922.0	4115.0	963.0	5486.0	2532.0	2865.0	1954.0	3854.0	574.0	1455.0	1356.0	859.0	1449.0	1456.0	3946.0	1334.0	4926.0	3819.0	524.0	6204.0	7448.0	5574.0	3845.0	3432.0	382.0	468.0	365.0	2543.0	88189.0	1130532.0	1650508.83364
SUBJ108/SUBJ108_ses-3.long.SUBJ108_tmpl	979.0	850.0	2473.0	1640.0	516.0	3242.0	5005.0	4167.0	965.0	5449.0	2716.0	2924.0	2031.0	3989.0	620.0	1502.0	1324.0	839.0	1490.0	1509.0	3994.0	1298.0	5016.0	3898.0	477.0	6312.0	7587.0	5498.0	3871.0	3472.0	318.0	439.0	389.0	2513.0	89310.3	1131900.0	1671373.98464
SUBJ109/SUBJ109_ses-1	872.0	508.0	2215.0	1464.0	420.0	3039.0	4671.0	3220.0	997.0	4905.0	2832.0	2316.0	1500.0	3443.0	686.0	1460.0	1095.0	740.0	1399.0	1437.0	4257.0	1194.0	5212.0	3233.0	687.0	6731.0	7084.0	5253.0	3939.0	3580.0	290.0	551.0	364.0	2454.0	84017.6	1083061.0	1709452.14931
SUBJ109/SUBJ109_ses-1.long.SUBJ109_tmpl	858.0	510.0	2154.0	1423.0	348.0	2932.0	4383.0	3188.0	964.0	5177.0	2767.0	2276.0	1690.0	3373.0	671.0	1420.0	1089.0	710.0	1338.0	1467.0	4200.0	1289.0	5223.0	3152.0	469.0	6545.0	7048.0	5099.0	3876.0	3545.0	291.0	543.0	339.0	2358.0	82700.0	1076471.0	1703902.18948
SUBJ109/SUBJ109_ses-2	893.0	478.0	2330.0	1470.0	370.0	2960.0	4577.0	3225.0	941.0	5154.0	2546.0	2318.0	1660.0	3475.0	687.0	1413.0	1171.0	737.0	1333.0	1396.0	4366.0	1223.0	5197.0	3146.0	380.0	6775.0	7196.0	5368.0	3940.0	3615.0	305.0	531.0	362.0	2349.0	83878.6	1091771.0	1711162.64466
SUBJ109/SUBJ109_ses-2.long.SUBJ109_tmpl	848.0	486.0	2200.0	1401.0	369.0	2958.0	4427.0	3200.0	952.0	5149.0	2728.0	2256.0	1517.0	3378.0	668.0	1416.0	1124.0	719.0	1359.0	1462.0	4243.0	1305.0	5275.0	3158.0	461.0	6652.0	7134.0	5181.0	3883.0	3532.0	294.0	518.0	339.0	2323.0	82913.2	1084235.0	1703902.18948
SUBJ109/SUBJ109_ses-3	834.0	573.0	2096.0	1448.0	329.0	2878.0	4378.0	3049.0	1008.0	4958.0	2313.0	2404.0	1848.0	3229.0	683.0	1451.0	1101.0	771.0	1299.0	1467.0	4292.0	1233.0	5230.0	3249.0	752.0	5722.0	6959.0	5208.0	3941.0	3564.0	327.0	439.0	362.0	2312.0	81702.5	1098878.0	1585798.17486
SUBJ109/SUBJ109_ses-3.long.SUBJ109_tmpl	857.0	522.0	2242.0	1503.0	367.0	2888.0	4350.0	3130.0	947.0	4960.0	2639.0	2317.0	1750.0	3398.0	666.0	1435.0	1108.0	617.0	1396.0	1491.0	4311.0	1302.0	5315.0	3190.0	483.0	6315.0	7097.0	5127.0	3923.0	3589.0	239.0	418.0	357.0	2405.0	82571.0	1081750.0	1703902.18948
SUBJ110/SUBJ110_ses-1	973.0	564.0	2145.0	1091.0	558.0	3010.0	6233.0	3351.0	931.0	4424.0	2722.0	2228.0	1677.0	3668.0	659.0	1269.0	1266.0	741.0	1107.0	972.0	3926.0	1096.0	5468.0	3906.0	443.0	6512.0	6485.0	5592.0	3443.0	4022.0	344.0	512.0	295.0	2699.0	84329.3	1002002.0	1504595.21066
SUBJ110/SUBJ110_ses-1.long.SUBJ110_tmpl	913.0	530.0	2102.0	1073.0	417.0	3040.0	6130.0	3091.0	906.0	4416.0	2578.0	2160.0	1691.0	3405.0	627.0	1212.0	1244.0	778.0	1149.0	964.0	3867.0	1049.0	5322.0	3861.0	471.0	6378.0	6334.0	5410.0	3451.0	3943.0	311.0	573.0	286.0	2743.0	82423.5	984164.0	1504360.44272
SUBJ111/SUBJ111_ses-1	885.0	566.0	1676.0	1481.0	470.0	2553.0	4609.0	3053.0	847.0	3985.0	2676.0	2737.0	1929.0	3255.0	574.0	1484.0	1172.0	714.0	1390.0	1223.0	3890.0	996.0	4937.0	3916.0	460.0	4540.0	6561.0	5013.0	3615.0	3632.0	238.0	452.0	307.0	2017.0	77850.8	1007392.0	1539118.12334
SUBJ111/SUBJ111_ses-1.long.SUBJ111_tmpl	869.0	552.0	1656.0	1486.0	438.0	2550.0	4609.0	3106.0	851.0	4064.0	2572.0	2732.0	1876.0	3241.0	532.0	1468.0	1215.0	660.0	1344.0	1247.0	3863.0	992.0	4899.0	3786.0	459.0	4600.0	6535.0	5018.0	3602.0	3595.0	269.0	410.0	300.0	2007.0	77402.8	998458.0	1540623.67617
SUBJ112/SUBJ112_ses-1	818.0	870.0	2164.0	1365.0	356.0	2668.0	4699.0	2630.0	926.0	4871.0	2587.0	2561.0	1890.0	3274.0	578.0	1463.0	1286.0	827.0	1397.0	1131.0	3483.0	1365.0	4479.0	3624.0	559.0	5164.0	6310.0	4334.0	3696.0	2966.0	224.0	507.0	332.0	2347.0	77748.9	996597.0	1580063.72665
SUBJ112/SUBJ112_ses-1.long.SUBJ112_tmpl	817.0	847.0	2083.0	1334.0	337.0	2556.0	4645.0	2586.0	921.0	4808.0	2634.0	2565.0	1879.0	3221.0	574.0	1373.0	1341.0	774.0	1368.0	1127.0	3486.0	1380.0	4509.0	3606.0	562.0	5150.0	6265.0	4308.0	3640.0	3016.0	238.0	472.0	307.0	2305.0	76935.1	989915.0	1584108.33117
SUBJ112/SUBJ112_ses-2	841.0	885.0	2158.0	1339.0	357.0	2539.0	4664.0	2549.0	890.0	4728.0	2569.0	2577.0	1713.0	3299.0	560.0	1422.0	1341.0	810.0	1368.0	1101.0	3505.0	1373.0	4490.0	3586.0	559.0	5099.0	6343.0	4317.0	3648.0	2967.0	242.0	461.0	315.0	2311.0	76918.4	982189.0	1577172.60231
SUBJ112/SUBJ112_ses-2.long.SUBJ112_tmpl	805.0	842.0	2093.0	1319.0	321.0	2510.0	4677.0	2584.0	911.0	4715.0	2545.0	2516.0	1846.0	3211.0	584.0	1358.0	1329.0	768.0	1379.0	1119.0	3485.0	1356.0	4527.0	3564.0	547.0	5167.0	6225.0	4359.0	3605.0	3005.0	250.0	522.0	308.0	2303.0	76646.7	975090.0	1584108.33117
SUBJ112/SUBJ112_ses-3	817.0	914.0	2175.0	1435.0	350.0	2569.0	4737.0	2438.0	951.0	4855.0	2357.0	2792.0	1874.0	3119.0	557.0	1433.0	1399.0	769.0	1440.0	1211.0	3515.0	1361.0	4578.0	3726.0	573.0	5095.0	6361.0	4480.0	3635.0	2970.0	269.0	441.0	320.0	2353.0	77870.1	1007397.0	1485131.01864
SUBJ112/SUBJ112_ses-3.long.SUBJ112_tmpl	800.0	863.0	2119.0	1412.0	327.0	2501.0	4650.0	2504.0	958.0	4658.0	2490.0	2701.0	1861.0	3176.0	559.0	1346.0	1354.0	760.0	1397.0	1120.0	3519.0	1336.0	4579.0	3638.0	559.0	5006.0	6255.0	4351.0	3562.0	2980.0	208.0	403.0	314.0	2348.0	76613.9	993350.0	1584108.33117
SUBJ113/SUBJ113_ses-1	887.0	775.0	1598.0	1308.0	329.0	2851.0	5303.0	3387.0	1017.0	4681.0	3419.0	3279.0	1753.0	3510.0	724.0	1872.0	1104.0	1203.0	1510.0	942.0	4179.0	1340.0	4746.0	3871.0	699.0	6269.0	7370.0	5353.0	3562.0	3628.0	276.0	454.0	303.0	2218.0	85710.4	1190311.0	1601055.4351
SUBJ113/SUBJ113_ses-1.long.SUBJ113_tmpl	963.0	777.0	1627.0	1256.0	298.0	2875.0	5277.0	3231.0	1012.0	4812.0	3153.0	3251.0	1850.0	3474.0	709.0	1819.0	1079.0	1196.0	1505.0	1009.0	4117.0	1318.0	4808.0	3936.0	675.0	6322.0	7289.0	5265.0	3469.0	3536.0	310.0	453.0	289.0	2289.0	85250.5	1190089.0	1603369.46904
SUBJ115/SUBJ115_ses-1	765.0	860.0	2249.0	1426.0	347.0	2676.0	4104.0	3187.0	926.0	4324.0	2425.0	2794.0	1729.0	3188.0	549.0	1498.0	1074.0	766.0	1202.0	1383.0	4014.0	1313.0	4512.0	3225.0	626.0	5524.0	6389.0	5036.0	3432.0	3182.0	248.0	453.0	320.0	2482.0	78226.1	990650.0	1615984.24079
SUBJ115/SUBJ115_ses-1.long.SUBJ115_tmpl	714.0	837.0	2224.0	1367.0	323.0	2687.0	4081.0	3143.0	889.0	4357.0	2466.0	2830.0	1685.0	3214.0	540.0	1498.0	1086.0	730.0	1164.0	1362.0	4036.0	1282.0	4507.0	3256.0	628.0	5505.0	6294.0	4869.0	3407.0	3194.0	239.0	459.0	281.0	2386.0	77514.1	980659.0	1617584.92487
SUBJ118/SUBJ118_ses-1	1309.0	1101.0	2255.0	1796.0	353.0	3570.0	7356.0	3764.0	1041.0	4962.0	2977.0	3245.0	2364.0	4471.0	790.0	1645.0	1642.0	880.0	1920.0	1588.0	4732.0	1533.0	5560.0	4242.0	773.0	8410.0	7622.0	6053.0	4266.0	4426.0	320.0	568.0	370.0	2957.0	100849.0	1308133.0	1792509.18817
SUBJ118/SUBJ118_ses-1.long.SUBJ118_tmpl	1266.0	1130.0	2185.0	1779.0	353.0	3349.0	7345.0	3726.0	1062.0	4979.0	3364.0	3144.0	2403.0	4381.0	669.0	1667.0	1532.0	831.0	1968.0	1693.0	4718.0	1544.0	5544.0	4298.0	784.0	8241.0	7726.0	5994.0	4197.0	4429.0	340.0	624.0	382.0	2532.0	100177.0	1300188.0	1792274.85176
SUBJ118/SUBJ118_ses-2	1296.0	1155.0	2119.0	1736.0	359.0	3461.0	7438.0	3744.0	1068.0	4898.0	3216.0	3123.0	2312.0	4322.0	716.0	1664.0	1552.0	893.0	1961.0	1614.0	4704.0	1600.0	5688.0	4301.0	829.0	8587.0	7916.0	6011.0	4144.0	4483.0	328.0	628.0	353.0	2557.0	100773.0	1282398.0	1789417.03275
SUBJ118/SUBJ118_ses-2.long.SUBJ118_tmpl	1284.0	1090.0	2247.0	1720.0	333.0	3349.0	7260.0	3696.0	1037.0	4910.0	3264.0	3063.0	2259.0	4286.0	658.0	1652.0	1536.0	831.0	1933.0	1670.0	4630.0	1517.0	5409.0	4279.0	786.0	8298.0	7726.0	5827.0	4143.0	4437.0	343.0	574.0	360.0	2547.0	98953.4	1270689.0	1792274.85176
SUBJ118/SUBJ118_ses-3	1289.0	1121.0	2286.0	1669.0	360.0	3429.0	7211.0	3670.0	1077.0	4863.0	3206.0	3123.0	2232.0	4337.0	688.0	1655.0	1581.0	856.0	1882.0	1564.0	4687.0	1566.0	5428.0	4218.0	820.0	8289.0	7706.0	5948.0	4166.0	4437.0	335.0	558.0	371.0	2429.0	99046.8	1281485.0	1799954.00148
SUBJ118/SUBJ118_ses-3.long.SUBJ118_tmpl	1272.0	1104.0	2210.0	1743.0	364.0	3326.0	7234.0	3652.0	1067.0	4906.0	3341.0	3131.0	2331.0	4341.0	660.0	1689.0	1546.0	827.0	1901.0	1645.0	4750.0	1508.0	5576.0	4296.0	783.0	8331.0	7731.0	5878.0	4155.0	4445.0	346.0	574.0	355.0	2546.0	99561.9	1278152.0	1792274.85176
SUBJ119/SUBJ119_ses-1	1032.0	1032.0	2245.0	1622.0	562.0	3447.0	4950.0	3917.0	900.0	5063.0	2840.0	3200.0	1993.0	3939.0	600.0	1614.0	1346.0	884.0	1418.0	1588.0	4081.0	1428.0	4946.0	4575.0	845.0	6044.0	7465.0	6182.0	4132.0	4361.0	366.0	529.0	337.0	2566.0	92041.7	1194979.0	1645302.62517
SUBJ119/SUBJ119_ses-1.long.SUBJ119_tmpl	923.0	1043.0	2282.0	1580.0	507.0	3332.0	4866.0	3827.0	886.0	5113.0	2741.0	3165.0	2100.0	3934.0	620.0	1621.0	1363.0	875.0	1508.0	1583.0	4033.0	1307.0	4901.0	4573.0	830.0	5716.0	7514.0	6094.0	4095.0	4323.0	361.0	555.0	322.0	2499.0	90992.5	1190120.0	1628499.77942
SUBJ119/SUBJ119_ses-2	987.0	999.0	2198.0	1550.0	627.0	3341.0	4917.0	3766.0	891.0	5027.0	2683.0	3177.0	1995.0	3847.0	598.0	1645.0	1360.0	901.0	1493.0	1528.0	4041.0	1382.0	4958.0	4484.0	816.0	5724.0	7466.0	6264.0	4123.0	4265.0	375.0	503.0	324.0	2952.0	91201.7	1175131.0	1635863.08199
SUBJ119/SUBJ119_ses-2.long.SUBJ119_tmpl	915.0	1048.0	2253.0	1548.0	512.0	3275.0	4833.0	3790.0	876.0	5055.0	2772.0	3133.0	2078.0	3867.0	607.0	1616.0	1356.0	878.0	1490.0	1575.0	4005.0	1293.0	4872.0	4535.0	822.0	5706.0	7401.0	6088.0	4050.0	4246.0	362.0	505.0	329.0	2489.0	90180.1	1169326.0	1628499.77942
SUBJ119/SUBJ119_ses-3	947.0	1084.0	2267.0	1623.0	573.0	3378.0	4928.0	3795.0	972.0	4859.0	2681.0	3253.0	2058.0	3812.0	621.0	1646.0	1401.0	852.0	1468.0	1569.0	4071.0	1372.0	5007.0	4634.0	892.0	5762.0	7499.0	6215.0	4145.0	4395.0	362.0	508.0	325.0	2952.0	91918.2	1200520.0	1579909.59369
SUBJ119/SUBJ119_ses-3.long.SUBJ119_tmpl	906.0	1029.0	2275.0	1662.0	507.0	3327.0	4877.0	3818.0	898.0	5035.0	2665.0	3283.0	2016.0	3876.0	622.0	1632.0	1366.0	892.0	1516.0	1581.0	4063.0	1311.0	4957.0	4579.0	834.0	5693.0	7444.0	6145.0	4080.0	4322.0	317.0	471.0	332.0	2475.0	90806.7	1206058.0	1628499.77942
SUBJ120/SUBJ120_ses-1	774.0	630.0	2015.0	1694.0	426.0	2945.0	4228.0	2893.0	916.0	5293.0	2634.0	3276.0	1743.0	3256.0	624.0	1437.0	1222.0	873.0	1420.0	1804.0	3990.0	1079.0	5236.0	3623.0	542.0	6361.0	7688.0	4910.0	3361.0	3681.0	333.0	481.0	316.0	2222.0	83923.0	1054103.0	1508461.17778
SUBJ120/SUBJ120_ses-1.long.SUBJ120_tmpl	782.0	637.0	1978.0	1575.0	443.0	2945.0	4127.0	2907.0	843.0	5148.0	2525.0	3281.0	1793.0	3247.0	592.0	1444.0	1220.0	830.0	1463.0	1775.0	3902.0	1006.0	5165.0	3600.0	511.0	6301.0	7573.0	4946.0	3310.0	3666.0	319.0	483.0	285.0	2135.0	82754.5	1046951.0	1510890.93443
SUBJ121/SUBJ121_ses-1	951.0	775.0	2108.0	1648.0	420.0	3445.0	4941.0	3933.0	894.0	5379.0	2811.0	3654.0	1979.0	3557.0	749.0	1723.0	1242.0	982.0	1799.0	1716.0	4326.0	1134.0	5168.0	4687.0	679.0	7479.0	8621.0	5467.0	4114.0	4368.0	327.0	509.0	315.0	3064.0	94959.4	1212631.0	1892282.08501
SUBJ121/SUBJ121_ses-1.long.SUBJ121_tmpl	924.0	820.0	2066.0	1625.0	395.0	3236.0	4930.0	3817.0	877.0	5361.0	2669.0	3569.0	2014.0	3605.0	728.0	1672.0	1260.0	1000.0	1795.0	1669.0	4271.0	1200.0	5069.0	4653.0	667.0	7267.0	8462.0	5495.0	4077.0	4284.0	351.0	488.0	343.0	3111.0	93770.6	1202540.0	1892220.7352
SUBJ123/SUBJ123_ses-1	846.0	615.0	2380.0	1386.0	506.0	3468.0	5273.0	3991.0	797.0	4810.0	3407.0	2403.0	2052.0	3787.0	592.0	2059.0	1486.0	938.0	1639.0	1317.0	4099.0	1040.0	5978.0	4164.0	847.0	6526.0	8307.0	6190.0	3979.0	3777.0	233.0	613.0	377.0	2704.0	92583.1	1133024.0	1754070.47651
SUBJ123/SUBJ123_ses-1.long.SUBJ123_tmpl	801.0	691.0	2312.0	1402.0	488.0	3446.0	5061.0	3795.0	884.0	4504.0	3033.0	2295.0	2016.0	3704.0	565.0	2007.0	1488.0	921.0	1621.0	1341.0	3844.0	1073.0	5700.0	4109.0	844.0	6487.0	8101.0	5811.0	4051.0	3614.0	221.0	599.0	368.0	3066.0	90267.6	1105434.0	1754101.54236
SUBJ124/SUBJ124_ses-1	783.0	780.0	1617.0	1522.0	450.0	2679.0	4906.0	2866.0	934.0	4437.0	2218.0	3076.0	1790.0	3250.0	528.0	1559.0	1109.0	685.0	1215.0	1361.0	4167.0	1157.0	4197.0	3472.0	537.0	5220.0	5838.0	4903.0	3303.0	3749.0	283.0	471.0	278.0	2082.0	77416.9	957023.0	1432128.5871
SUBJ124/SUBJ124_ses-1.long.SUBJ124_tmpl	773.0	783.0	1595.0	1484.0	446.0	2640.0	4942.0	2876.0	947.0	4492.0	2194.0	3071.0	1802.0	3184.0	528.0	1584.0	1063.0	690.0	1156.0	1374.0	4184.0	1088.0	4103.0	3477.0	550.0	5099.0	5830.0	4838.0	3185.0	3715.0	304.0	429.0	270.0	2101.0	76800.1	947319.0	1408987.84828
SUBJ124/SUBJ124_ses-2	773.0	715.0	1570.0	1475.0	423.0	2671.0	4927.0	2773.0	893.0	4496.0	2188.0	2963.0	1684.0	3198.0	534.0	1534.0	1085.0	661.0	1172.0	1405.0	4193.0	1080.0	4176.0	3460.0	530.0	4983.0	5610.0	4947.0	3265.0	3690.0	286.0	437.0	262.0	2054.0	76104.1	941949.0	1418508.76283
SUBJ124/SUBJ124_ses-2.long.SUBJ124_tmpl	775.0	773.0	1556.0	1440.0	449.0	2631.0	4910.0	2839.0	944.0	4434.0	2162.0	3044.0	1765.0	3125.0	520.0	1576.0	1053.0	642.0	1128.0	1346.0	4176.0	1070.0	4012.0	3427.0	530.0	4977.0	5684.0	4807.0	3134.0	3664.0	289.0	433.0	257.0	2094.0	75665.2	935642.0	1408987.84828
SUBJ124/SUBJ124_ses-3	745.0	770.0	1608.0	1495.0	461.0	2675.0	4870.0	2779.0	963.0	4509.0	2092.0	3133.0	1976.0	3233.0	455.0	1575.0	1098.0	688.0	1196.0	1450.0	4076.0	1108.0	4092.0	3568.0	578.0	4766.0	5785.0	4815.0	3200.0	3724.0	323.0	404.0	271.0	2364.0	76800.9	945223.0	1255418.36234
SUBJ124/SUBJ124_ses-3.long.SUBJ124_tmpl	770.0	787.0	1593.0	1513.0	458.0	2574.0	4837.0	2793.0	952.0	4338.0	2112.0	3151.0	1885.0	3116.0	502.0	1605.0	1064.0	627.0	1137.0	1436.0	4145.0	1062.0	4003.0	3535.0	544.0	4891.0	5703.0	4728.0	3101.0	3691.0	253.0	348.0	274.0	2131.0	75658.6	948515.0	1408987.84828
SUBJ125/SUBJ125_ses-1	812.0	516.0	1674.0	1549.0	400.0	2796.0	5226.0	2801.0	703.0	4374.0	2613.0	2758.0	1920.0	2906.0	605.0	1360.0	1288.0	830.0	1285.0	1465.0	3747.0	963.0	4718.0	3681.0	495.0	5408.0	6106.0	5828.0	3295.0	3229.0	268.0	521.0	309.0	2164.0	78439.8	979762.0	1425849.60398
SUBJ125/SUBJ125_ses-1.long.SUBJ125_tmpl	824.0	522.0	1605.0	1528.0	390.0	2774.0	5290.0	2675.0	654.0	4349.0	2530.0	2737.0	1814.0	2756.0	621.0	1378.0	1341.0	817.0	1280.0	1480.0	3667.0	911.0	4507.0	3619.0	453.0	5392.0	5969.0	5853.0	3214.0	3160.0	261.0	459.0	294.0	2131.0	77253.3	971806.0	1424423.33692
SUBJ125/SUBJ125_ses-2	838.0	490.0	1637.0	1594.0	401.0	2776.0	5262.0	2768.0	699.0	4536.0	2494.0	2766.0	1628.0	2846.0	611.0	1354.0	1409.0	796.0	1227.0	1412.0	3742.0	916.0	4606.0	3638.0	458.0	5321.0	6052.0	5939.0	3269.0	3210.0	258.0	571.0	288.0	2122.0	77923.6	972718.0	1422462.10536
SUBJ125/SUBJ125_ses-2.long.SUBJ125_tmpl	814.0	533.0	1592.0	1525.0	375.0	2715.0	5251.0	2687.0	727.0	4373.0	2486.0	2672.0	1677.0	2723.0	612.0	1381.0	1328.0	830.0	1241.0	1459.0	3703.0	913.0	4503.0	3620.0	481.0	5362.0	5946.0	5856.0	3211.0	3123.0	255.0	510.0	281.0	2094.0	76856.6	961561.0	1424423.33692
